Week,This_Week,Last_Week,End_2019,Name,Average_Points,Total_Points,Events_Played_Divisor,Points_Lost_2020,Points_Gained_2020,Events_Played_Actual,Pro/Am
11,1835,1825.0,1755.0,Tomas Melo Gouveia,0.013,0.57,44,-0.4,,44,Pro
11,1841,1839.0,1765.0,Bongsub Kim,0.0128,0.51,40,-0.38,,29,Pro
11,1841,1843.0,1825.0,Chen Yilong,0.0128,0.51,40,-0.19,,28,Pro
11,1843,1846.0,1838.0,Shi Alex Kim,0.0127,0.51,40,-0.14,,17,Pro
11,1844,1851.0,1834.0,Shunsuke Sonoda,0.0126,0.5,40,-0.16,,34,Pro
11,1844,1846.0,1828.0,Muhammad Shabbir,0.0126,0.5,40,-0.18,,1,Pro
11,1846,1846.0,1819.0,Tomohiro Umeyama,0.0125,0.5,40,-0.23,,37,Pro
11,1846,1846.0,1824.0,Myung-Ho Kwon,0.0125,0.5,40,-0.2,,8,Pro
11,1846,1851.0,1838.0,Mathew Goggin,0.0125,0.5,40,-0.15,,13,Pro
11,1849,1846.0,1805.0,Kemarol Baharin,0.0124,0.5,40,-0.29,,18,Pro
11,1849,1842.0,1711.0,Zhang Jin,0.0124,0.53,43,-0.61,,43,Pro
11,1851,1837.0,1669.0,Sengyong Kim,0.0123,0.49,40,-0.65,,32,Pro
11,1851,1843.0,1758.0,Parker McLachlin,0.0123,0.49,40,-0.41,,29,Pro
11,1853,1857.0,1832.0,Oscar Floren,0.0122,0.49,40,-0.19,,29,Pro
11,1853,1859.0,1844.0,Piya Sawangarunporn,0.0122,0.49,40,-0.14,,26,Pro
11,1853,1843.0,1753.0,Joe Brooks,0.0122,0.49,40,-0.43,,29,Pro
11,1853,1833.0,1617.0,Dylan Mostert,0.0122,0.49,40,-0.72,,35,Pro
11,1857,1820.0,1468.0,Johnson Poh,0.0121,0.49,40,-1.18,,21,Pro
11,1858,1857.0,1819.0,Greg Moss,0.012,0.48,40,-0.25,,25,Pro
11,1858,1861.0,1835.0,Shun Murayama,0.012,0.48,40,-0.18,,16,Pro
11,1858,1859.0,1823.0,Jean-Matthieu Houdayer,0.012,0.48,40,-0.24,,10,Pro
11,1861,1854.0,1791.0,Filip Mruzek,0.0119,0.48,40,-0.36,,28,Pro
11,1861,1862.0,1841.0,Abdul Hadi,0.0119,0.48,40,-0.17,,31,Pro
11,1861,1851.0,1742.0,Jack Davidson,0.0119,0.47,40,-0.47,,31,Pro
11,1864,1864.0,1850.0,Brad Moules,0.0118,0.47,40,-0.15,,19,Pro
11,1865,1854.0,1758.0,Sebastian Saavedra,0.0117,0.47,40,-0.43,,21,Pro
11,1865,1854.0,1758.0,Stuart Appleby,0.0117,0.47,40,-0.43,,24,Pro
11,1867,1865.0,1845.0,Rick Kulacz,0.0115,0.46,40,-0.17,,23,Pro
11,1867,1862.0,1809.0,Ross Kellett,0.0115,0.46,40,-0.32,,19,Pro
11,1867,1865.0,1845.0,Frazer Droop,0.0115,0.46,40,-0.17,,10,Pro
11,1870,1868.0,1855.0,Junsub Park,0.0114,0.46,40,-0.15,,31,Pro
11,1870,1868.0,1855.0,Woochan Kim,0.0114,0.46,40,-0.15,,25,Pro
11,1870,1868.0,1855.0,Jongyul Suk,0.0114,0.46,40,-0.15,,14,Pro
11,1870,1871.0,1866.0,Tristen Strydom,0.0114,0.46,40,-0.14,,17,Pro
11,1874,1871.0,1812.0,Oliver Percy-Smith,0.0113,0.45,40,-0.31,,40,Pro
11,1874,1871.0,1860.0,Sachin Baisoya,0.0113,0.45,40,-0.16,,20,Pro
11,1876,1876.0,1870.0,Dalan Refioglu,0.0111,0.44,40,-0.14,,33,Pro
11,1877,1879.0,1845.0,Joakim Rask,0.0109,0.43,40,-0.19,,24,Pro
11,1878,1874.0,1809.0,Matthew Cort,0.0108,0.43,40,-0.34,,13,Pro
11,1878,1879.0,1841.0,R. Nachimuthu,0.0108,0.43,40,-0.22,,13,Pro
11,1880,1881.0,1850.0,Katsufumi Okino,0.0107,0.43,40,-0.19,,8,Pro
11,1880,1881.0,1850.0,Masatsugu Fujishima,0.0107,0.43,40,-0.19,,20,Pro
11,1880,1881.0,1843.0,Ryo Hisatsune,0.0107,0.43,40,-0.21,,7,Am
11,1883,1885.0,1874.0,Seonghyeon Jeon,0.0106,0.42,40,-0.15,,23,Pro
11,1883,1876.0,1805.0,Joseph Gunerman,0.0106,0.42,40,-0.36,,18,Pro
11,1883,1885.0,1874.0,Eunho Youm,0.0106,0.42,40,-0.15,,27,Pro
11,1883,1884.0,1872.0,Muhammad Naeem,0.0106,0.42,40,-0.16,,1,Pro
11,1883,1876.0,1805.0,P.J. Samiere,0.0106,0.42,40,-0.36,,17,Pro
11,1888,1885.0,1870.0,Lu Chien-Soon,0.0105,0.42,40,-0.17,,3,Pro
11,1888,1889.0,1867.0,Louis Albertse,0.0105,0.48,46,-0.14,,46,Pro
11,1890,1889.0,1884.0,Jason Roets,0.0104,0.42,40,-0.14,,38,Pro
11,1891,1874.0,1682.0,Matt Harmon,0.0102,0.41,40,-0.7,,34,Pro
11,1891,1894.0,1872.0,Michael McGowan,0.0102,0.42,41,-0.18,,41,Pro
11,1891,1889.0,1828.0,Daniel Brown(Oct1994),0.0102,0.41,40,-0.28,,28,Pro
11,1894,1896.0,1887.0,Michael Weaver,0.0101,0.4,40,-0.14,,22,Pro
11,1895,1901.0,1891.0,Angel Cabrera,0.0098,0.39,40,-0.14,,23,Pro
11,1895,1901.0,1891.0,Christian L Nilsson,0.0098,0.39,40,-0.14,,8,Pro
11,1895,1899.0,1874.0,Woonchul Na,0.0098,0.39,40,-0.18,,19,Pro
11,1895,1894.0,1816.0,Otto Van Buynder,0.0098,0.39,40,-0.36,,6,Am
11,1895,1901.0,1891.0,Michael Kok,0.0098,0.39,40,-0.14,,31,Pro
11,1895,1885.0,1780.0,Paul O'Hara,0.0098,0.39,40,-0.48,,9,Pro
11,1901,1896.0,1768.0,Mark Foster,0.0097,0.39,40,-0.5,,12,Pro
11,1902,1893.0,1692.0,Ludwig Nordeklint,0.0096,0.38,40,-0.69,,18,Pro
11,1902,1889.0,1739.0,Jonathan Hodge,0.0096,0.38,40,-0.57,,28,Pro
11,1904,1906.0,1885.0,Francois Coetzee,0.0094,0.38,40,-0.18,,16,Pro
11,1905,1911.0,1882.0,Anura Rohana,0.0093,0.37,40,-0.19,,27,Pro
11,1905,1899.0,1811.0,Gary King,0.0093,0.37,40,-0.39,,17,Pro
11,1907,1911.0,1868.0,Eugene Wong,0.0092,0.37,40,-0.22,,20,Pro
11,1907,1865.0,1491.0,Jens Fahrbring,0.0092,0.37,40,-1.21,,8,Pro
11,1907,1898.0,1794.0,Michio Matsumura,0.0092,0.37,40,-0.46,,38,Pro
11,1907,1906.0,1860.0,Haydn McCullen,0.0092,0.37,40,-0.24,,16,Pro
11,1907,1911.0,1868.0,Michael Skelton,0.0092,0.37,40,-0.22,,21,Pro
11,1912,1906.0,1838.0,Johannes Steiner,0.0091,0.37,40,-0.29,,17,Pro
11,1913,1904.0,1799.0,Shigeru Nonaka,0.009,0.36,40,-0.44,,21,Pro
11,1913,1904.0,1799.0,Hiroya Kubota,0.009,0.36,40,-0.44,,3,Pro
11,1915,1914.0,1888.0,Marcus Both,0.0088,0.35,40,-0.19,,14,Pro
11,1915,1915.0,1903.0,Niccolo Quintarelli,0.0088,0.35,40,-0.14,,8,Pro
11,1915,1915.0,1899.0,Harry Casey,0.0088,0.35,40,-0.16,,24,Pro
11,1915,1915.0,1903.0,Gonzalo Rubio,0.0088,0.35,40,-0.14,,10,Pro
11,1915,1915.0,1903.0,Christian Jacobsen,0.0088,0.35,40,-0.14,,14,Pro
11,1920,1915.0,1890.0,Thomas Norret,0.0087,0.35,40,-0.19,,3,Pro
11,1920,1921.0,1901.0,Ryan Elmore,0.0087,0.35,40,-0.15,,23,Pro
11,1922,1921.0,1906.0,Marc Cayeux,0.0086,0.34,40,-0.15,,21,Pro
11,1923,1925.0,1907.0,Airil Rizman Zahari,0.0085,0.34,40,-0.14,,27,Pro
11,1923,1915.0,1845.0,Miguel Gaspar,0.0085,0.34,40,-0.29,,31,Pro
11,1923,1925.0,1907.0,Hamza Amin,0.0085,0.34,40,-0.14,,11,Pro
11,1923,1925.0,1799.0,Michele Cea,0.0085,0.34,40,-0.46,,33,Pro
11,1923,1925.0,1907.0,Zach Foushee,0.0085,0.34,40,-0.14,,11,Pro
11,1928,1930.0,1900.0,Henrik Bjornstad,0.0084,0.33,40,-0.17,,3,Pro
11,1928,1930.0,1911.0,Hidemasa Hoshino,0.0084,0.33,40,-0.15,,5,Pro
11,1928,1925.0,1894.0,Ervin Chang,0.0084,0.33,40,-0.19,,2,Am
11,1931,1923.0,1855.0,Luis Gagne,0.0083,0.33,40,-0.28,,9,Pro
11,1931,1923.0,1855.0,Matt Parziale,0.0083,0.33,40,-0.28,,3,Am
11,1933,1934.0,1888.0,Kweonil Kang,0.0081,0.32,40,-0.22,,12,Pro
11,1933,1906.0,1700.0,Wu Tuxuan,0.0081,0.33,40,-0.72,,27,Pro
11,1933,1906.0,1700.0,Thomas Baik,0.0081,0.33,40,-0.72,,31,Pro
11,1936,1937.0,1922.0,Daisuke Maruyama,0.0078,0.31,40,-0.14,,34,Pro
11,1936,1930.0,1590.0,Combrinck Smit,0.0078,0.31,40,-0.96,,33,Pro
11,1938,1936.0,1879.0,Thabang Simon,0.0077,0.37,49,-0.32,,49,Pro
11,1938,1934.0,1831.0,Esak Choi,0.0077,0.31,40,-0.38,,29,Pro
11,1940,1938.0,1919.0,Stiggy Hodgson,0.0076,0.3,40,-0.16,,23,Pro
11,1940,1938.0,1919.0,Aubrey Beckley,0.0076,0.3,40,-0.16,,36,Pro
11,1942,1942.0,1927.0,James Love,0.0075,0.3,40,-0.15,,12,Pro
11,1942,1942.0,1913.0,Chen Zihao(Sept1996),0.0075,0.37,49,-0.22,,49,Pro
11,1942,1942.0,1927.0,Daniel Stringfellow,0.0075,0.3,40,-0.15,,22,Pro
11,1945,1942.0,1930.0,Victor Gebhard Osterby,0.0074,0.3,40,-0.15,,40,Pro
11,1945,1948.0,1932.0,Osang Kwon,0.0074,0.29,40,-0.15,,21,Pro
11,1947,1938.0,1854.0,Mark Tullo,0.0073,0.29,40,-0.33,,14,Pro
11,1947,1948.0,1915.0,Sam Locke,0.0073,0.29,40,-0.18,,27,Pro
11,1949,1950.0,1937.0,Brock MacKenzie,0.0072,0.29,40,-0.14,,34,Pro
11,1949,1941.0,1860.0,Tadahiro Takayama,0.0072,0.29,40,-0.32,,9,Pro
11,1949,1942.0,1874.0,Anders Ellingsberg,0.0072,0.29,40,-0.29,,26,Pro
11,1949,1950.0,1937.0,Luke Cornford,0.0072,0.29,40,-0.14,,18,Pro
11,1949,1942.0,1874.0,James Scade,0.0072,0.29,40,-0.29,,6,Pro
11,1954,1930.0,1773.0,Michael Hebert,0.0071,0.29,40,-0.68,,39,Pro
11,1955,1953.0,1937.0,Yannik Paul,0.007,0.28,40,-0.15,,22,Pro
11,1955,1952.0,1916.0,Dennis Meyerrose,0.007,0.28,40,-0.19,,31,Pro
11,1955,1953.0,1937.0,Paul Park,0.007,0.28,40,-0.15,,21,Pro
11,1958,1958.0,1942.0,Jason Knutzon,0.0069,0.28,40,-0.14,,5,Pro
11,1958,1958.0,1942.0,Chanachok Dejpiratanamongkol,0.0069,0.28,40,-0.14,,34,Pro
11,1958,1953.0,1932.0,Juan Francisco Sarasti,0.0069,0.28,40,-0.16,,16,Pro
11,1958,1953.0,1932.0,Ales Korinek,0.0069,0.28,40,-0.16,,27,Pro
11,1962,1958.0,1922.0,Himmat Singh Rai,0.0068,0.27,40,-0.19,,33,Pro
11,1962,1958.0,1946.0,Knud Andreas Krokeide,0.0068,0.27,40,-0.14,,36,Pro
11,1964,1964.0,1942.0,Chris Crisologo,0.0066,0.27,40,-0.15,,6,Pro
11,1965,1964.0,1925.0,James Cooper,0.0065,0.26,40,-0.19,,3,Am
11,1965,1963.0,1901.0,James Webber,0.0065,0.26,40,-0.24,,26,Pro
11,1965,1958.0,1860.0,Duane Keun,0.0065,0.29,45,-0.36,,45,Pro
11,1965,1966.0,1953.0,Adam Stone,0.0065,0.26,40,-0.14,,11,Pro
11,1969,1953.0,1850.0,Arie Ahmad Irawan,0.0064,0.26,40,-0.36,,23,Pro
11,1969,1966.0,1950.0,Heath Slocum,0.0064,0.26,40,-0.16,,8,Pro
11,1969,1966.0,1936.0,Sebastian Bergagna,0.0064,0.26,40,-0.18,,19,Pro
11,1972,1972.0,1919.0,Choo Tze-huang,0.0062,0.25,40,-0.22,,37,Pro
11,1972,1972.0,1958.0,Spencer Levin,0.0062,0.25,40,-0.14,,21,Pro
11,1972,1972.0,1958.0,Chanat Sakulpolphaisan,0.0062,0.25,40,-0.14,,34,Pro
11,1972,1971.0,1932.0,Matt Marshall,0.0062,0.25,40,-0.19,,19,Pro
11,1972,1972.0,1958.0,Craig Lawrie,0.0062,0.25,40,-0.14,,29,Pro
11,1972,1972.0,1958.0,Victor Marchiset,0.0062,0.25,40,-0.14,,28,Pro
11,1978,1972.0,1955.0,Mike Van Sickle,0.0061,0.24,40,-0.15,,10,Pro
11,1978,1972.0,1897.0,Jurrian Van der Vaart,0.0061,0.24,40,-0.27,,18,Pro
11,1978,1972.0,1955.0,Adam Webb,0.0061,0.24,40,-0.15,,11,Pro
11,1981,1982.0,1955.0,Nick Rousey,0.006,0.24,40,-0.16,,18,Pro
11,1981,1969.0,1879.0,Tiago Cruz,0.006,0.24,40,-0.33,,20,Pro
11,1981,1969.0,1879.0,Gary Hurley,0.006,0.24,40,-0.33,,24,Pro
11,1981,1972.0,1911.0,Gregory Wiggins,0.006,0.24,40,-0.24,,32,Pro
11,1985,1982.0,1925.0,Carlos del Moral Barilari,0.0059,0.23,40,-0.22,,24,Pro
11,1985,1982.0,1835.0,Charlie Ford,0.0059,0.24,40,-0.42,,36,Pro
11,1985,1985.0,1965.0,Mathew Perry,0.0059,0.24,40,-0.15,,12,Pro
11,1985,1972.0,1896.0,Stuart Grehan,0.0059,0.23,40,-0.29,,34,Pro
11,1985,1986.0,1968.0,Markus Habeler,0.0059,0.23,40,-0.14,,33,Pro
11,1990,1987.0,1946.0,Jack Yule,0.0057,0.23,40,-0.19,,22,Pro
11,1991,1989.0,1973.0,Chris Doak,0.0056,0.22,40,-0.15,,26,Pro
11,1992,1989.0,1974.0,David S Bradshaw,0.0055,0.22,40,-0.14,,19,Pro
11,1992,1989.0,1974.0,Matt Fast,0.0055,0.22,40,-0.14,,16,Pro
11,1994,1988.0,1922.0,Jonatan Jolkkonen,0.0054,0.22,40,-0.24,,3,Am
11,1994,1997.0,1970.0,Chaiphat Thummanoon Koonmark,0.0054,0.22,40,-0.16,,19,Pro
11,1996,1998.0,1953.0,Oskar Arvidsson,0.0053,0.21,40,-0.19,,25,Pro
11,1996,1989.0,1916.0,Manuel Quiros,0.0053,0.21,40,-0.26,,4,Pro
11,1996,2002.0,1978.0,Kitaek Kwon,0.0053,0.21,40,-0.14,,23,Pro
11,1996,1989.0,1927.0,Birgir Hafthorsson,0.0053,0.21,40,-0.23,,21,Pro
11,1996,1998.0,1958.0,Cameron Wilson,0.0053,0.21,40,-0.18,,1,Pro
11,1996,1998.0,1958.0,Will Grimmer,0.0053,0.21,40,-0.18,,3,Pro
11,1996,2002.0,1978.0,Kaito Onishi,0.0053,0.21,40,-0.14,,2,Am
11,2003,1989.0,1897.0,Guillaume Cambis,0.0052,0.21,40,-0.31,,4,Pro
11,2003,1989.0,1501.0,Simon Hawkes,0.0052,0.21,40,-1.34,,21,Pro
11,2003,2004.0,1951.0,Jack Munro,0.0052,0.22,43,-0.23,,43,Pro
11,2003,2004.0,1980.0,Jack South,0.0052,0.21,40,-0.14,,28,Pro
11,2003,2004.0,1980.0,Maarten Bosch,0.0052,0.21,40,-0.14,,21,Pro
11,2008,2007.0,1974.0,Julien Gressier,0.0051,0.2,40,-0.16,,10,Pro
11,2008,2007.0,1974.0,Ferdinand Mueller,0.0051,0.2,40,-0.16,,4,Am
11,2010,1998.0,1885.0,Tim Stewart,0.0049,0.2,40,-0.36,,26,Pro
11,2010,2007.0,1946.0,Kazuhiro Yamashita,0.0049,0.22,44,-0.24,,44,Pro
11,2010,2014.0,1991.0,Will Brown,0.0049,0.2,40,-0.14,,9,Pro
11,2013,2014.0,1987.0,Adam Runcie,0.0048,0.19,40,-0.15,,12,Pro
11,2013,2014.0,1987.0,Rocco Sanjust,0.0048,0.19,40,-0.15,,26,Pro
11,2013,2012.0,1965.0,Joe Parkinson,0.0048,0.19,40,-0.19,,2,Pro
11,2013,2014.0,1987.0,Luke Jackson,0.0048,0.19,40,-0.15,,22,Pro
11,2013,2014.0,1987.0,Mike Bedford,0.0048,0.19,40,-0.15,,28,Pro
11,2018,2019.0,1984.0,Daniel Lokke,0.0047,0.19,40,-0.16,,18,Pro
11,2018,2007.0,1907.0,Dongmin Kim,0.0047,0.19,40,-0.3,,16,Pro
11,2020,2021.0,1992.0,Leonardo Sbarigia,0.0046,0.18,40,-0.14,,26,Pro
11,2020,2021.0,1992.0,Jonathan Khan,0.0046,0.18,40,-0.14,,21,Pro
11,2020,2021.0,1992.0,Jared Bettcher,0.0046,0.18,40,-0.14,,22,Pro
11,2020,2021.0,1992.0,Evan Bowser,0.0046,0.18,40,-0.14,,23,Pro
11,2024,2007.0,1849.0,Jin Daxing,0.0045,0.18,41,-0.49,,41,Pro
11,2025,2020.0,1942.0,Will Claxton,0.0044,0.18,40,-0.24,,20,Pro
11,2025,2025.0,1980.0,Kyeongjun Lee,0.0044,0.18,40,-0.18,,29,Pro
11,2025,1989.0,1797.0,Sydney Chung,0.0044,0.18,40,-0.65,,30,Pro
11,2028,2025.0,1968.0,Kyungnam Jaekyung  Park,0.0043,0.17,40,-0.21,,26,Pro
11,2029,2027.0,1999.0,Jean-Baptiste Gonnet,0.0042,0.17,40,-0.14,,5,Pro
11,2029,2027.0,1958.0,Jin Park,0.0042,0.17,40,-0.22,,21,Pro
11,2029,2027.0,1999.0,Alex Esmatges,0.0042,0.17,40,-0.14,,19,Pro
11,2032,2012.0,1833.0,Skyler Finnell,0.0041,0.16,40,-0.51,,20,Pro
11,2033,2031.0,2006.0,Wes Heffernan,0.0039,0.16,40,-0.14,,4,Pro
11,2033,2031.0,2006.0,Neil Cheetham,0.0039,0.16,40,-0.14,,20,Pro
11,2033,2031.0,2006.0,Alex Belt,0.0039,0.16,40,-0.14,,26,Pro
11,2033,2031.0,1999.0,Daniel Jennevret,0.0039,0.16,40,-0.16,,34,Pro
11,2033,2031.0,2012.0,Frederik Andersen,0.0039,0.16,40,-0.16,,38,Pro
11,2033,2031.0,2006.0,James Simpson,0.0039,0.16,40,-0.14,,25,Pro
11,2033,2031.0,2006.0,Alexander Hicks,0.0039,0.16,40,-0.14,,19,Pro
11,2033,2031.0,2006.0,Luke Turbutt,0.0039,0.16,40,-0.14,,23,Pro
11,2041,2031.0,2002.0,Anthony Renard,0.0038,0.15,40,-0.15,,18,Pro
11,2041,2031.0,2002.0,Miles Collins,0.0038,0.15,40,-0.15,,25,Pro
11,2041,2031.0,2002.0,Brian Casey,0.0038,0.15,40,-0.15,,27,Pro
11,2041,2031.0,2002.0,Alex Lodge,0.0038,0.15,40,-0.15,,26,Pro
11,2045,2043.0,1984.0,Thammanoon Sriroj,0.0037,0.15,40,-0.2,,32,Pro
11,2046,2046.0,1946.0,Leonhard Astl,0.0036,0.14,40,-0.27,,24,Pro
11,2046,2046.0,2017.0,Santiago Gavino,0.0036,0.14,40,-0.14,,14,Pro
11,2046,2046.0,2017.0,Michal Pospisil,0.0036,0.14,40,-0.14,,36,Pro
11,2046,2044.0,2015.0,Doohwan Bang,0.0036,0.15,40,-0.15,,23,Pro
11,2046,2044.0,2015.0,Zane Thomas,0.0036,0.15,40,-0.15,,21,Pro
11,2051,2046.0,1980.0,Hernan Borja,0.0034,0.14,40,-0.22,,15,Pro
11,2052,2052.0,2017.0,Huang Wenyi,0.0033,0.15,46,-0.19,,46,Pro
11,2052,2030.0,1860.0,Max Kramer,0.0033,0.13,40,-0.48,,27,Pro
11,2052,2052.0,2020.0,Johannes Axell,0.0033,0.13,40,-0.14,,33,Pro
11,2055,2051.0,1992.0,Seungbo Jang,0.0032,0.13,40,-0.2,,9,Pro
11,2056,2054.0,2012.0,Hidetomo Sato,0.0031,0.13,40,-0.17,,15,Pro
11,2057,2055.0,2027.0,Phillip Price,0.0029,0.12,40,-0.14,,1,Pro
11,2057,2055.0,2027.0,Juan Alvarez,0.0029,0.12,40,-0.14,,19,Pro
11,2057,2059.0,2020.0,Worrasorn Suwanpanang,0.0029,0.11,40,-0.16,,30,Pro
11,2060,2050.0,1895.0,Fred Couples,0.0028,0.11,40,-0.41,,5,Pro
11,2060,2061.0,2024.0,Jaime Lopez Rivarola,0.0028,0.11,40,-0.15,,17,Pro
11,2062,2063.0,2029.0,Rhys Davies,0.0026,0.1,40,-0.14,,18,Pro
11,2062,2062.0,2012.0,Shohei Karimata,0.0026,0.1,40,-0.19,,23,Pro
11,2062,2059.0,1965.0,Victor Pastor Rufian,0.0026,0.1,40,-0.29,,6,Pro
11,2065,2064.0,2024.0,Steven Lecuyer,0.0023,0.09,40,-0.17,,14,Pro
11,2065,2065.0,2030.0,Luo Xuewen,0.0023,0.09,40,-0.14,,38,Pro
11,2067,2055.0,1882.0,Romain Bechu,0.0022,0.09,40,-0.48,,22,Pro
11,2068,2065.0,1992.0,Dicky Pride,0.0021,0.09,40,-0.24,,27,Pro
11,2068,2065.0,2020.0,Jonathan Ruiz,0.0021,0.09,40,-0.19,,22,Pro
11,2070,2068.0,2038.0,Jared Harvey,0.002,0.08,40,-0.14,,34,Pro
11,2071,2069.0,2030.0,Jinsung Kim(Dec1989),0.0018,0.07,40,-0.16,,24,Pro
11,2071,2069.0,2030.0,Jiho Yang,0.0018,0.07,40,-0.16,,29,Pro
11,2071,2069.0,2024.0,Mark Silvers,0.0018,0.07,40,-0.19,,18,Pro
11,2071,2069.0,2036.0,Maxwell Cohen,0.0018,0.07,40,-0.16,,8,Pro
11,2075,2055.0,1805.0,Cao Yi,0.0016,0.07,40,-0.72,,27,Pro
11,2076,2075.0,2042.0,Joao Carlota,0.0014,0.06,40,-0.15,,15,Pro
11,2077,2073.0,1970.0,Curtis Yonke,0.0013,0.05,40,-0.32,,16,Pro
11,2078,2076.0,2041.0,Kieran Pratt(May1988),0.0011,0.05,40,-0.17,,9,Pro
11,2079,2073.0,1916.0,Juan Pablo Hernandez,0.001,0.04,40,-0.43,,9,Pro
11,2080,2078.0,2036.0,Max Marsico,0.0009,0.03,40,-0.19,,17,Pro
11,2081,2079.0,2044.0,Ross Cameron,0.0007,0.03,40,-0.16,,29,Pro
11,2081,2081.0,2048.0,Fabian Becker,0.0007,0.03,40,-0.14,,32,Pro
11,2081,2077.0,1984.0,Daniel Mazziotta,0.0007,0.03,40,-0.32,,17,Pro
11,2084,2079.0,2020.0,Colin Featherstone,0.0006,0.02,40,-0.25,,11,Pro
11,2085,2082.0,2040.0,Troy Matteson,0.0005,0.02,40,-0.2,,9,Pro
11,2086,2083.0,2049.0,Peter Tomasulo,0.0003,0.01,40,-0.15,,16,Pro
11,2086,2083.0,2049.0,Grant Leaver,0.0003,0.01,40,-0.15,,28,Pro
11,2086,2083.0,2052.0,Lee Song,0.0003,0.01,40,-0.14,,8,Pro
11,2089,2087.0,2042.0,Bernard Neumayer,,,40,-0.21,,26,Pro
11,2089,2087.0,2074.0,Ryuichi Kondo,,,40,,,6,Pro
11,2089,2087.0,2074.0,Shoji Kawai Sakamoto,,,40,,,18,Pro
11,2089,2087.0,2074.0,Bugang Jinyeo Kong,,,40,,,8,Pro
11,2089,2087.0,2074.0,Phillip Mollica,,,40,,,1,Pro
11,2089,2087.0,2074.0,Yuki Sato,,,40,,,4,Pro
11,2089,2087.0,2074.0,Sachio Sugiyama,,,40,,,3,Pro
11,2089,2087.0,2074.0,Pontus Ellerstrom,,,40,,,6,Pro
11,2089,2087.0,2074.0,James Freeman,,,40,,,23,Pro
11,2089,2087.0,2074.0,Mehdi Saissi,,,40,,,10,Pro
11,2089,2087.0,2074.0,Zack Saltman,,,40,,,5,Pro
11,2089,2087.0,2074.0,Constantin Schwierz,,,40,,,16,Pro
11,2089,2087.0,2074.0,Johann Lopez Lazzaro,,,40,,,8,Pro
11,2089,2087.0,2074.0,Kevin Phelan,,,40,,,15,Pro
11,2089,2087.0,2074.0,Jon Curran,,,40,,,18,Pro
11,2089,2087.0,2074.0,Brent Wilson,,,40,,,1,Pro
11,2089,2087.0,2074.0,Kevin Stinson,,,40,,,1,Pro
11,2089,2087.0,2074.0,Andrew Kelly,,,40,,,2,Pro
11,2089,2087.0,2074.0,Arthur Gabella,,,40,,,6,Pro
11,2089,2087.0,2074.0,Alan Dunbar,,,40,,,1,Pro
11,2089,2087.0,2074.0,Wes Homan,,,40,,,2,Pro
11,2089,2087.0,2074.0,Tarik Can,,,40,,,28,Pro
11,2089,2087.0,2074.0,Greg Baumann,,,40,,,10,Pro
11,2089,2087.0,2074.0,Jamie Abbott,,,40,,,24,Pro
11,2089,2087.0,2074.0,Daniel Miernicki,,,40,,,8,Pro
11,2089,2087.0,2074.0,Shohei Shirakura,,,40,,,15,Pro
11,2089,2087.0,2074.0,Aria Kamsuri,,,40,,,4,Pro
11,2089,2087.0,2074.0,Elki Kow,,,40,,,26,Pro
11,2089,2087.0,2074.0,Adiyandono Rinaldi,,,40,,,11,Pro
11,2089,2087.0,2074.0,Kurnia Henry Sandi,,,40,,,4,Pro
11,2089,2087.0,2074.0,Ade Sebul,,,40,,,4,Pro
11,2089,2087.0,2074.0,Zulharmen Tabusalla,,,40,,,2,Pro
11,2089,2087.0,2074.0,Edouard Espana,,,40,,,32,Pro
11,2089,2087.0,2074.0,Fredric Sundberg,,,40,,,6,Pro
11,2089,2087.0,2074.0,Alex Jacobsson,,,40,,,6,Pro
11,2089,2087.0,2074.0,Jaime Camargo,,,40,,,3,Pro
11,2089,2087.0,2074.0,Kunal Bhasin,,,40,,,14,Pro
11,2089,2087.0,2074.0,Nick Mason,,,40,,,1,Pro
11,2089,2087.0,2074.0,Ahmed Al musharrekh,,,40,,,9,Pro
11,2089,2087.0,2074.0,Christopher Corry,,,40,,,1,Am
11,2089,2087.0,2074.0,Cameron Esau,,,40,,,15,Pro
11,2089,2087.0,2074.0,Baptiste Chapellan,,,40,,,5,Pro
11,2089,2087.0,2074.0,Julio Santos,,,40,,,4,Pro
11,2089,2087.0,2074.0,Jhared Hack,,,40,,,17,Pro
11,2089,2087.0,2074.0,Ahmed Reda Rhazali,,,40,,,30,Pro
11,2089,2087.0,2074.0,Sullivan Muthugia,,,40,,,1,Pro
11,2089,2087.0,2074.0,Njuguna Ngugi,,,40,,,3,Pro
11,2089,2087.0,2074.0,Boniface Simwa,,,40,,,2,Pro
11,2089,2087.0,2074.0,Anthony Choat,,,40,,,7,Pro
11,2089,2087.0,2074.0,Rajiv Kumar Jatiwal,,,40,,,17,Pro
11,2089,2087.0,2074.0,Brendan Smith,,,40,,,1,Pro
11,2089,2087.0,2074.0,Frank Power,,,40,,,1,Pro
11,2089,2087.0,2074.0,Grant Gibson,,,40,,,1,Pro
11,2089,2087.0,2074.0,Brian Gondo,,,40,,,5,Pro
11,2089,2087.0,2074.0,Wongsakorn Choowong,,,40,,,12,Pro
11,2089,2087.0,2074.0,Andrew Georgiou,,,40,,,1,Pro
11,2089,2087.0,2074.0,Matthew Carvell,,,40,,,17,Pro
11,2089,2087.0,2074.0,Yosuke Iwamoto,,,40,,,11,Pro
11,2089,2087.0,2074.0,Akil Yousuf,,,40,,,1,Pro
